Club,H/A,Timestamp,Event,Player Event,Remark Event,Player Assist,Player Out,Match ID
FC Basel 1893,Home,16',Yellow Card,Wouter Burger,Foul,,,3840913
BSC Young Boys,Away,27',Yellow Card,Jean-Pierre Nsame,Foul,,,3840913
FC Basel 1893,Home,63',Yellow Card,Marwin Hitz,Dissent,,,3840913
FC Basel 1893,Home,90',Yellow Card,Dan Ndoye,Dissent,,,3840913
FC Luzern,Away,32',Goal,Pius Dorn,Right-footed shot,Nicky Beloko,,3840914
FC Lugano,Home,75',Goal,Reto Ziegler,Direct free kick,,,3840914
FC Luzern,Away,84',Goal,Nicky Beloko,Right-footed shot,Dejan Sorgic,,3840914
FC Lugano,Home,46',Substitution,Hicham Mahou,Tactical,,Allan Arigoni,3840914
FC Luzern,Away,57',Substitution,Christian Gentner,Tactical,,Lorik Emini,3840914
FC Luzern,Away,57',Substitution,Ibrahima Ndiaye,Tactical,,Asumah Abubakar,3840914
FC Lugano,Home,62',Substitution,Maren Haile-Selassie,Tactical,,Ousmane Doumbia,3840914
FC Lugano,Home,62',Substitution,Albian Hajdari,Tactical,,Adrian Durrer,3840914
FC Lugano,Home,62',Substitution,Mohamed Amoura,Tactical,,Zan Celar,3840914
FC Luzern,Away,68',Substitution,Dejan Sorgic,Tactical,,Joaquín Ardaiz,3840914
FC Lugano,Home,76',Substitution,Boris Babic,Tactical,,Mattia Bottani,3840914
FC Luzern,Away,84',Substitution,Samuele Campo,Tactical,,Jakub Kadák,3840914
FC Luzern,Away,84',Substitution,Varol Tasar,Tactical,,Mohamed Dräger,3840914
FC Luzern,Away,45',Yellow Card,Marius Müller,Unsporting behaviour,,,3840914
FC Lugano,Home,45',Yellow Card,Zan Celar,Unsporting behaviour,,,3840914
FC Luzern,Away,47',Yellow Card,Lorik Emini,Foul,,,3840914
FC Luzern,Away,74',Yellow Card,Denis Simani,Foul,,,3840914
FC Luzern,Away,90',Yellow Card,Martin Frydek,Foul,,,3840914
FC Sion,Home,22',Goal,Filip Stojilkovic,Header,Musa Araz,,3840915
Grasshopper Club Zurich,Away,56',Goal,Tomás Ribeiro,Header,Petar Pusic,,3840915
Grasshopper Club Zurich,Away,63',Goal,Renat Dadashov,Header,Tomás Ribeiro,,3840915
FC Sion,Home,67',Goal,Denis Will Poha,Right-footed shot,,,3840915
Grasshopper Club Zurich,Away,46',Substitution,Renat Dadashov,Tactical,,Meritan Shabani,3840915
Grasshopper Club Zurich,Away,46',Substitution,Petar Pusic,Tactical,,Tsiy Ndenge,3840915
FC Sion,Home,59',Substitution,Joël Schmied,Tactical,,Kevin Bua,3840915
FC Sion,Home,65',Substitution,Gaëtan Karlen,Tactical,,Filip Stojilkovic,3840915
FC Sion,Home,65',Substitution,Ilyas Chouaref,Tactical,,Itaitinga,3840915
Grasshopper Club Zurich,Away,66',Substitution,Nadjack,Tactical,,Tomás Ribeiro,3840915
Grasshopper Club Zurich,Away,74',Substitution,Filipe de Carvalho,Tactical,,Francis Momoh,3840915
Grasshopper Club Zurich,Away,90',Substitution,Dion Kacuri,Tactical,,Giotto Morandi,3840915
FC Sion,Home,52',Yellow Card,Filip Stojilkovic,Foul,,,3840915
FC Sion,Home,54',Direct Red Card,Dimitri Cavaré,Professional foul,,,3840915
FC Sion,Home,65',Yellow Card,Musa Araz,Foul,,,3840915
Grasshopper Club Zurich,Away,74',Yellow Card,Francis Momoh,Foul,,,3840915
Grasshopper Club Zurich,Away,83',Yellow Card,Nadjack,Foul,,,3840915
FC Winterthur,Home,73',Goal,Francisco Rodríguez,Right-footed shot,Neftali Manzambi,,3840916
FC Zürich,Away,85',Goal,Fabian Rohner,Right-footed shot,Bogdan Viunnyk,,3840916
FC Zürich,Away,46',Substitution,Bogdan Viunnyk,Tactical,,Ivan Santini,3840916
FC Zürich,Away,46',Substitution,Wilfried Gnonto,Tactical,,Antonio Marchesano,3840916
FC Winterthur,Home,61',Substitution,Neftali Manzambi,Tactical,,Matteo Di Giusto,3840916
FC Zürich,Away,69',Substitution,Karol Mets,Tactical,,Fidan Aliti,3840916
FC Zürich,Away,69',Substitution,Fabian Rohner,Tactical,,Donis Avdijaj,3840916
FC Winterthur,Home,78',Substitution,Thibault Corbaz,Tactical,,Roman Buess,3840916
FC Zürich,Away,80',Substitution,Bledian Krasniqi,Tactical,,Nikola Boranijasevic,3840916
FC Winterthur,Home,90',Substitution,Remo Arnold,Tactical,,Francisco Rodríguez,3840916
FC Winterthur,Home,90',Substitution,Samuel Ballet,Tactical,,Samir Ramizi,3840916
FC Zürich,Away,37',Yellow Card,Ivan Santini,Foul,,,3840916
FC Zürich,Away,41',Yellow Card,Blerim Dzemaili,Foul,,,3840916
FC Zürich,Away,60',Yellow Card,Fidan Aliti,Foul,,,3840916
FC Winterthur,Home,80',Yellow Card,Tobias Schättin,Foul,,,3840916
FC Zürich,Away,84',Yellow Card,Mirlind Kryeziu,Dissent,,,3840916
FC St. Gallen 1879,Home,2',Goal,Emmanuel Latte Lath,Left-footed shot,Jordi Quintillà,,3840917
FC St. Gallen 1879,Home,51',Goal,Denis Simani,Denis Simani,,,3840917
FC St. Gallen 1879,Home,56',Goal,Lukas Görtler,Left-footed shot,,,3840917
FC Luzern,Away,60',Goal,Sofyan Chader,Right-footed shot,Asumah Abubakar,,3840917
FC St. Gallen 1879,Home,69',Goal,Chadrac Akolo,Right-footed shot,Jérémy Guillemenot,,3840917
FC Luzern,Away,10',Substitution,Samuele Campo,Injury,,Nicky Beloko,3840917
FC St. Gallen 1879,Home,54',Substitution,Matej Maglica,Injury,,Jordi Quintillà,3840917
FC St. Gallen 1879,Home,54',Substitution,Randy Schneider,Tactical,,Christian Witzig,3840917
FC Luzern,Away,57',Substitution,Varol Tasar,Tactical,,Dejan Sorgic,3840917
FC Luzern,Away,57',Substitution,Asumah Abubakar,Tactical,,Joaquín Ardaiz,3840917
FC Luzern,Away,57',Substitution,Sofyan Chader,Tactical,,Samuele Campo,3840917
FC St. Gallen 1879,Home,66',Substitution,Jérémy Guillemenot,Tactical,,Emmanuel Latte Lath,3840917
FC St. Gallen 1879,Home,67',Substitution,Chadrac Akolo,Tactical,,Fabian Schubert,3840917
FC Luzern,Away,82',Substitution,Christian Gentner,Tactical,,Jakub Kadák,3840917
FC Luzern,Away,82',Yellow Card,Jakub Kadák,Foul,,,3840917
FC Lugano,Away,90',Goal,Boris Babic,Left-footed shot,Maren Haile-Selassie,,3840918
FC Lugano,Away,90',Goal,Mohamed Belhadj Mahmoud,Right-footed shot,Ousmane Doumbia,,3840918
FC Lugano,Away,60',Substitution,Mohamed Belhadj Mahmoud,Tactical,,Uran Bislimi,3840918
FC Basel 1893,Home,63',Substitution,Fabian Frei,Tactical,,Taulant Xhaka,3840918
FC Basel 1893,Home,63',Substitution,Wouter Burger,Tactical,,Andi Zeqiri,3840918
FC Basel 1893,Home,63',Substitution,Liam Millar,Tactical,,Dan Ndoye,3840918
FC Lugano,Away,71',Substitution,Maren Haile-Selassie,Tactical,,Zan Celar,3840918
FC Basel 1893,Home,81',Substitution,Darian Males,Tactical,,Zeki Amdouni,3840918
FC Lugano,Away,83',Substitution,Boris Babic,Tactical,,Mattia Bottani,3840918
FC Basel 1893,Home,86',Substitution,Ádám Szalai,Tactical,,Andy Diouf,3840918
FC Lugano,Away,4',Yellow Card,Allan Arigoni,Foul,,,3840918
FC Basel 1893,Home,32',Yellow Card,Taulant Xhaka,Foul,,,3840918
FC Lugano,Away,42',Yellow Card,Fabio Daprelà,Foul,,,3840918
FC Lugano,Away,87',Yellow Card,Milton Valenzuela,Foul,,,3840918
FC Lugano,Away,90',Yellow Card,Amir Saipi,Time wasting,,,3840918
BSC Young Boys,Home,29',Goal,Fabian Rieder,Left-footed shot,Jean-Pierre Nsame,,3840919
BSC Young Boys,Home,60',Goal,Meschack Elia,Header,Jordan Lefort,,3840919
BSC Young Boys,Home,78',Goal,Cedric Itten,Right-footed shot,Donat Rrudhani,,3840919
BSC Young Boys,Home,59',Substitution,Fabian Lustenberger,Tactical,,Cheikh Niasse,3840919
BSC Young Boys,Home,59',Substitution,Cedric Itten,Tactical,,Jean-Pierre Nsame,3840919
BSC Young Boys,Home,59',Substitution,Donat Rrudhani,Tactical,,Nicolas Moumi Ngamaleu,3840919
Servette FC,Away,66',Substitution,Dimitri Oberlin,Tactical,,Boubacar Fofana,3840919
Servette FC,Away,66',Substitution,Théo Valls,Tactical,,David Douline,3840919
Servette FC,Away,66',Substitution,Alexis Antunes,Tactical,,Ronny Rodelin,3840919
BSC Young Boys,Home,80',Substitution,Kevin Rüegg,Tactical,,Jordan Lefort,3840919
BSC Young Boys,Home,80',Substitution,Filip Ugrinic,Tactical,,Vincent Sierro,3840919
Servette FC,Away,81',Substitution,Issa Kaloga,Tactical,,Steve Rouiller,3840919
Servette FC,Away,88',Substitution,Théo Magnin,Tactical,,Moussa Diallo,3840919
BSC Young Boys,Home,6',Yellow Card,Cédric Zesiger,Foul,,,3840919
Servette FC,Away,10',Yellow Card,Steve Rouiller,Foul,,,3840919
BSC Young Boys,Home,48',Yellow Card,Nicolas Moumi Ngamaleu,Foul,,,3840919
BSC Young Boys,Home,63',Yellow Card,Lewin Blum,Foul,,,3840919
FC Luzern,Home,2',Goal,Dejan Sorgic,Right-footed shot,Marco Burch,,3840920
FC Luzern,Home,25',Goal,Dejan Sorgic,Header,Christian Gentner,,3840920
FC Luzern,Home,46',Substitution,Pascal Schürpf,Tactical,,Jakub Kadák,3840920
FC Sion,Away,53',Substitution,Gaëtan Karlen,Tactical,,Denis Will Poha,3840920
FC Luzern,Home,63',Substitution,Max Meyer,Tactical,,Christian Gentner,3840920
FC Luzern,Home,63',Substitution,Joaquín Ardaiz,Tactical,,Dejan Sorgic,3840920
FC Sion,Away,68',Substitution,Giovanni Sio,Tactical,,Kevin Bua,3840920
FC Sion,Away,68',Substitution,Ilyas Chouaref,Tactical,,Filip Stojilkovic,3840920
FC Luzern,Home,75',Substitution,Leny Meyer,Tactical,,Asumah Abubakar,3840920
FC Sion,Away,81',Substitution,Luca Zuffi,Tactical,,Musa Araz,3840920
FC Sion,Away,81',Substitution,Kevin Halabaku,Tactical,,Itaitinga,3840920
FC Luzern,Home,90',Substitution,Luca Jaquez,Delay,,Joaquín Ardaiz,3840920
FC Sion,Away,17',Yellow Card,Denis Will Poha,Foul,,,3840920
FC Luzern,Home,29',Yellow Card,Mohamed Dräger,Foul,,,3840920
FC Luzern,Home,38',Yellow Card,Martin Frydek,Unsporting behaviour,,,3840920
FC Luzern,Home,39',Yellow Card,Denis Simani,Unsporting behaviour,,,3840920
FC Luzern,Home,42',Yellow-Red Card,Martin Frydek,Foul,,,3840920
FC Luzern,Home,59',Yellow Card,Marius Müller,Time wasting,,,3840920
FC Sion,Away,63',Yellow Card,Gaëtan Karlen,Unsporting behaviour,,,3840920
FC Luzern,Home,87',Yellow-Red Card,Mohamed Dräger,Dissent,,,3840920
FC Luzern,Home,88',Yellow Card,Christian Gentner,Dissent,,,3840920
FC Sion,Away,90',Yellow Card,Giovanni Sio,Unsporting behaviour,,,3840920
FC Sion,Away,90',Yellow Card,Dimitri Cavaré,Unsporting behaviour,,,3840920
FC Luzern,Home,90',Direct Red Card,Pascal Schürpf,Violent conduct,,,3840920
Grasshopper Club Zurich,Away,20',Goal,Yoan Severin,Yoan Severin,,,3840921
Servette FC,Home,44',Goal,Alexis Antunes,Header,Ronny Rodelin,,3840921
Servette FC,Home,79',Goal,Miroslav Stevanovic,Left-footed shot,Théo Valls,,3840921
Servette FC,Home,90',Goal,Boubacar Fofana,Right-footed shot,Samba Diba,,3840921
Servette FC,Home,16',Substitution,Moritz Bauer,Injury,,Moussa Diallo,3840921
Grasshopper Club Zurich,Away,61',Substitution,Francis Momoh,Tactical,,Petar Pusic,3840921
Servette FC,Home,74',Substitution,Théo Valls,Tactical,,Alexis Antunes,3840921
Servette FC,Home,74',Substitution,Boubacar Fofana,Tactical,,Patrick Pflücke,3840921
Grasshopper Club Zurich,Away,74',Substitution,Guilherme Schettine,Tactical,,Renat Dadashov,3840921
Grasshopper Club Zurich,Away,85',Substitution,Meritan Shabani,Tactical,,Hayao Kawabe,3840921
Grasshopper Club Zurich,Away,85',Substitution,Dion Kacuri,Tactical,,Christian Herc,3840921
Grasshopper Club Zurich,Away,85',Substitution,Filipe de Carvalho,Tactical,,Giotto Morandi,3840921
Servette FC,Home,90',Substitution,Steve Rouiller,Delay,,David Douline,3840921
Servette FC,Home,90',Substitution,Samba Diba,Delay,,Ronny Rodelin,3840921
Grasshopper Club Zurich,Away,16',Yellow Card,Noah Loosli,Foul,,,3840921
Servette FC,Home,42',Yellow Card,Moritz Bauer,Foul,,,3840921
Servette FC,Home,65',Yellow Card,David Douline,Foul,,,3840921
Grasshopper Club Zurich,Away,74',Yellow Card,Bendegúz Bolla,Foul,,,3840921
Grasshopper Club Zurich,Away,84',Yellow-Red Card,Noah Loosli,Foul,,,3840921
Servette FC,Home,90',Yellow Card,Théo Valls,Foul,,,3840921
FC Lugano,Home,6',Goal,Zan Celar,Penalty,,,3840922
FC St. Gallen 1879,Away,29',Goal,Jérémy Guillemenot,Right-footed shot,Chadrac Akolo,,3840922
FC St. Gallen 1879,Away,45',Goal,Christian Witzig,Left-footed shot,Lukas Görtler,,3840922
FC St. Gallen 1879,Away,59',Goal,Lukas Görtler,Penalty,,,3840922
FC Lugano,Home,65',Goal,Boris Babic,Right-footed shot,Allan Arigoni,,3840922
FC Lugano,Home,46',Substitution,Uran Bislimi,Tactical,,Mohamed Belhadj Mahmoud,3840922
FC St. Gallen 1879,Away,59',Substitution,Emmanuel Latte Lath,Injury,,Jérémy Guillemenot,3840922
FC St. Gallen 1879,Away,59',Substitution,Randy Schneider,Tactical,,Fabian Schubert,3840922
FC St. Gallen 1879,Away,63',Substitution,Isaac Schmidt,Tactical,,Chadrac Akolo,3840922
FC Lugano,Home,63',Substitution,Boris Babic,Tactical,,Ousmane Doumbia,3840922
FC Lugano,Home,63',Substitution,Mohamed Amoura,Tactical,,Hicham Mahou,3840922
FC St. Gallen 1879,Away,70',Substitution,Grégory Karlen,Tactical,,Patrick Sutter,3840922
FC St. Gallen 1879,Away,70',Substitution,Albert Vallci,Tactical,,Christian Witzig,3840922
FC Lugano,Home,75',Substitution,Roman Macek,Tactical,,Maren Haile-Selassie,3840922
FC Lugano,Home,75',Substitution,Lukas Mai,Tactical,,Allan Arigoni,3840922
FC St. Gallen 1879,Away,5',Yellow Card,Patrick Sutter,Handball,,,3840922
FC Lugano,Home,33',Yellow Card,Mohamed Belhadj Mahmoud,Foul,,,3840922
FC Lugano,Home,57',Yellow Card,Reto Ziegler,Dissent,,,3840922
FC St. Gallen 1879,Away,79',Yellow Card,Daouda Guindo,Foul,,,3840922
FC St. Gallen 1879,Away,90',Yellow Card,Albert Vallci,Dissent,,,3840922
FC Winterthur,Home,3',Goal,Roman Buess,Penalty,,,3840923
BSC Young Boys,Away,17',Goal,Meschack Elia,Right-footed shot,Donat Rrudhani,,3840923
BSC Young Boys,Away,50',Goal,Jean-Pierre Nsame,Left-footed shot,Filip Ugrinic,,3840923
BSC Young Boys,Away,52',Goal,Filip Ugrinic,Left-footed shot,David von Ballmoos,,3840923
BSC Young Boys,Away,69',Goal,Cedric Itten,Header,Meschack Elia,,3840923
BSC Young Boys,Away,77',Goal,Cedric Itten,Tap-in,Nicolas Moumi Ngamaleu,,3840923
FC Winterthur,Home,46',Substitution,Hekuran Kryeziu,Tactical,,Eris Abedini,3840923
FC Winterthur,Home,61',Substitution,Michael Gonçalves,Tactical,,Adrian Gantenbein,3840923
FC Winterthur,Home,61',Substitution,Neftali Manzambi,Tactical,,Roy Gelmi,3840923
BSC Young Boys,Away,63',Substitution,Cedric Itten,Tactical,,Jean-Pierre Nsame,3840923
BSC Young Boys,Away,63',Substitution,Nicolas Moumi Ngamaleu,Tactical,,Donat Rrudhani,3840923
FC Winterthur,Home,74',Substitution,Thibault Corbaz,Tactical,,Francisco Rodríguez,3840923
FC Winterthur,Home,74',Substitution,Florian Kamberi,Tactical,,Roman Buess,3840923
BSC Young Boys,Away,74',Substitution,Fabian Lustenberger,Tactical,,Cédric Zesiger,3840923
BSC Young Boys,Away,74',Substitution,Kastriot Imeri,Tactical,,Filip Ugrinic,3840923
BSC Young Boys,Away,81',Substitution,Joël Monteiro,Tactical,,Meschack Elia,3840923
BSC Young Boys,Away,9',Yellow Card,Mohamed Camara,Foul,,,3840923
FC Winterthur,Home,39',Yellow Card,Eris Abedini,Foul,,,3840923
BSC Young Boys,Away,45',Yellow Card,Cédric Zesiger,Foul,,,3840923
FC Winterthur,Home,85',Yellow Card,Granit Lekaj,Foul,,,3840923
FC Basel 1893,Away,23',Goal,Andi Zeqiri,Header,Darian Males,,3840924
FC Zürich,Home,32',Goal,Mirlind Kryeziu,Header,Ole Selnæs,,3840924
FC Basel 1893,Away,53',Goal,Zeki Amdouni,Header,Taulant Xhaka,,3840924
FC Basel 1893,Away,57',Goal,Andi Zeqiri,Header,Taulant Xhaka,,3840924
FC Basel 1893,Away,60',Goal,Darian Males,Right-footed shot,Michael Lang,,3840924
FC Zürich,Home,90',Goal,Blerim Dzemaili,Penalty,,,3840924
FC Basel 1893,Away,46',Substitution,Zeki Amdouni,Tactical,,Wouter Burger,3840924
FC Zürich,Home,62',Substitution,Blerim Dzemaili,Tactical,,Marc Hornschuh,3840924
FC Zürich,Home,62',Substitution,Fabian Rohner,Tactical,,Aiyegun Tosin,3840924
FC Zürich,Home,62',Substitution,Bogdan Viunnyk,Tactical,,Wilfried Gnonto,3840924
FC Basel 1893,Away,70',Substitution,Liam Millar,Tactical,,Dan Ndoye,3840924
FC Basel 1893,Away,70',Substitution,Bradley Fink,Tactical,,Andi Zeqiri,3840924
FC Zürich,Home,78',Substitution,Jonathan Okita,Tactical,,Donis Avdijaj,3840924
FC Basel 1893,Away,82',Substitution,Jean-Kévin Augustin,Tactical,,Darian Males,3840924
FC Basel 1893,Away,87',Substitution,Fabian Frei,Tactical,,Taulant Xhaka,3840924
FC Zürich,Home,35',Yellow Card,Donis Avdijaj,Dissent,,,3840924
FC Zürich,Home,56',Yellow Card,Marc Hornschuh,Foul,,,3840924
FC Zürich,Home,69',Yellow Card,Mirlind Kryeziu,Foul,,,3840924
FC Basel 1893,Away,75',Yellow Card,Taulant Xhaka,Foul,,,3840924
FC Sion,Home,17',Goal,Filip Stojilkovic,Header,Denis Will Poha,,3840925
FC Basel 1893,Away,55',Goal,Wouter Burger,Header,Fabian Frei,,3840925
FC Sion,Home,89',Goal,Giovanni Sio,Left-footed shot,Kevin Bua,,3840925
FC Basel 1893,Away,46',Substitution,Andy Diouf,Tactical,,Zeki Amdouni,3840925
FC Sion,Home,65',Substitution,Mario Balotelli,Tactical,,Filip Stojilkovic,3840925
FC Basel 1893,Away,71',Substitution,Ádám Szalai,Tactical,,Andi Zeqiri,3840925
FC Basel 1893,Away,71',Substitution,Darian Males,Tactical,,Liam Millar,3840925
FC Basel 1893,Away,79',Substitution,Jean-Kévin Augustin,Tactical,,Wouter Burger,3840925
FC Sion,Home,79',Substitution,Giovanni Sio,Tactical,,Itaitinga,3840925
FC Sion,Home,79',Substitution,Kevin Bua,Tactical,,Ilyas Chouaref,3840925
FC Sion,Home,90',Substitution,Joël Schmied,Delay,,Baltazar,3840925
FC Sion,Home,19',Yellow Card,Baltazar,Foul,,,3840925
FC Basel 1893,Away,49',Yellow Card,Michael Lang,"Michael Lang
1. Yellow card",,,3840925
FC Basel 1893,Away,62',Yellow Card,Wouter Burger,Foul,,,3840925
FC Sion,Home,79',Yellow Card,Numa Lavanchy,Foul,,,3840925
FC Basel 1893,Away,87',Yellow Card,Arnau Comas,Foul,,,3840925
FC Sion,Home,90',Yellow Card,Kevin Bua,Foul,,,3840925
FC Sion,Home,90',Yellow Card,Mario Balotelli,Dissent,,,3840925
FC Lugano,Away,5',Goal,Renato Steffen,Left-footed shot,Zan Celar,,3840926
FC Zürich,Home,24',Goal,Aiyegun Tosin,Left-footed shot,Without assist,,3840926
FC Lugano,Away,90',Goal,Mohamed Amoura,Header,Milton Valenzuela,,3840926
FC Zürich,Home,46',Substitution,Fidan Aliti,Tactical,,Karol Mets,3840926
FC Lugano,Away,64',Substitution,Boris Babic,Tactical,,Zan Celar,3840926
FC Lugano,Away,64',Substitution,Hicham Mahou,Tactical,,Renato Steffen,3840926
FC Zürich,Home,65',Substitution,Jonathan Okita,Tactical,,Fabian Rohner,3840926
FC Zürich,Home,65',Substitution,Bledian Krasniqi,Tactical,,Donis Avdijaj,3840926
FC Zürich,Home,65',Substitution,Cheick Condé,Tactical,,Blerim Dzemaili,3840926
FC Lugano,Away,74',Substitution,Uran Bislimi,Tactical,,Mattia Bottani,3840926
FC Lugano,Away,74',Substitution,Mohamed Amoura,Tactical,,Maren Haile-Selassie,3840926
FC Zürich,Home,86',Substitution,Ivan Santini,Tactical,,Adrián Guerrero,3840926
FC Lugano,Away,90',Substitution,Albian Hajdari,Delay,,Milton Valenzuela,3840926
FC Zürich,Home,9',Yellow Card,Karol Mets,Foul,,,3840926
FC Lugano,Away,19',Yellow Card,Zan Celar,Foul,,,3840926
FC Zürich,Home,26',Yellow Card,Donis Avdijaj,Foul,,,3840926
FC Zürich,Home,60',Yellow Card,Fabian Rohner,Foul,,,3840926
FC Zürich,Home,90',Yellow Card,Ole Selnæs,Dissent,,,3840926
Servette FC,Away,29',Goal,Timothé Cognat,Right-footed shot,Ronny Rodelin,,3840927
Servette FC,Away,90',Goal,Enzo Crivelli,Right-footed shot,Dereck Kutesa,,3840927
FC Luzern,Home,61',Substitution,Joaquín Ardaiz,Tactical,,Jakub Kadák,3840927
FC Luzern,Home,69',Substitution,Ismajl Beka,Tactical,,Leny Meyer,3840927
Servette FC,Away,70',Substitution,Dereck Kutesa,Tactical,,Alexis Antunes,3840927
Servette FC,Away,70',Substitution,Enzo Crivelli,Tactical,,Ronny Rodelin,3840927
Servette FC,Away,78',Substitution,Théo Valls,Tactical,,Timothé Cognat,3840927
FC Luzern,Home,84',Substitution,Samuele Campo,Tactical,,Max Meyer,3840927
FC Luzern,Home,84',Substitution,Lorik Emini,Tactical,,Christian Gentner,3840927
Servette FC,Away,90',Substitution,Baba Souare,Delay,,David Douline,3840927
Servette FC,Away,90',Substitution,Boubacar Fofana,Delay,,Patrick Pflücke,3840927
Servette FC,Away,41',Yellow Card,David Douline,Dissent,,,3840927
Servette FC,Away,52',Yellow Card,Ronny Rodelin,Foul,,,3840927
Servette FC,Away,81',Yellow Card,Patrick Pflücke,Foul,,,3840927
Servette FC,Away,85',Yellow Card,Gaël Clichy,Foul,,,3840927
FC Luzern,Home,90',Direct Red Card,Denis Simani,Professional foul,,,3840927
Grasshopper Club Zurich,Home,27',Goal,Dion Kacuri,Left-footed shot,Giotto Morandi,,3840928
Grasshopper Club Zurich,Home,60',Goal,Tomás Ribeiro,Header,Petar Pusic,,3840928
Grasshopper Club Zurich,Home,62',Goal,Hayao Kawabe,Right-footed shot,Francis Momoh,,3840928
Grasshopper Club Zurich,Home,46',Substitution,Lei Li,Tactical,,Bendegúz Bolla,3840928
Grasshopper Club Zurich,Home,58',Substitution,Petar Pusic,Tactical,,Dion Kacuri,3840928
Grasshopper Club Zurich,Home,58',Substitution,Francis Momoh,Tactical,,Guilherme Schettine,3840928
FC Winterthur,Away,63',Substitution,Neftali Manzambi,Tactical,,Matteo Di Giusto,3840928
FC Winterthur,Away,63',Substitution,Stephan Seiler,Tactical,,Eris Abedini,3840928
FC Winterthur,Away,70',Substitution,Carmine Chiappetta,Tactical,,Souleymane Diaby,3840928
Grasshopper Club Zurich,Home,70',Substitution,Filipe de Carvalho,Tactical,,Giotto Morandi,3840928
FC Winterthur,Away,78',Substitution,Roman Buess,Tactical,,Florian Kamberi,3840928
FC Winterthur,Away,78',Substitution,Hekuran Kryeziu,Tactical,,Thibault Corbaz,3840928
Grasshopper Club Zurich,Home,81',Substitution,Christian Herc,Tactical,,Hayao Kawabe,3840928
FC Winterthur,Away,47',Yellow Card,Souleymane Diaby,Foul,,,3840928
FC Winterthur,Away,85',Yellow Card,Neftali Manzambi,Foul,,,3840928
FC St. Gallen 1879,Home,54',Goal,Daouda Guindo,Left-footed shot,Christian Witzig,,3840929
